Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Ganhadores_15_Numeros,Ganhadores_14_Numeros,Ganhadores_13_Numeros,Ganhadores_12_Numeros,Ganhadores_11_Numeros,Valor_Rateio_15_Numeros,Valor_Rateio_14_Numeros
2260,6/19/2021,1,2,4,6,9,10,11,12,14,16,17,20,22,23,25,5,571,16713,185329,948219,"R$ 1.276.104,49","R$ 1.249,04"
2261,6/21/2021,1,3,4,6,7,8,9,12,13,17,18,22,23,24,25,2,342,11776,142098,677710,"R$ 652.956,94","R$ 1.143,77"
2262,6/22/2021,2,3,4,6,7,8,9,10,11,19,20,21,22,24,25,1,201,6449,88282,517601,"R$ 1.406.905,06","R$ 1.467,65"
2263,6/23/2021,1,2,3,7,8,10,11,14,15,16,18,19,22,23,25,5,367,9499,110541,570882,"R$ 287.642,00","R$ 1.173,84"
2264,6/24/2021,2,3,4,5,6,8,9,10,12,14,15,16,17,18,19,2,313,8078,86990,475737,"R$ 567.662,48","R$ 1.086,49"
2265,6/25/2021,2,4,5,7,9,10,12,13,14,15,16,18,19,20,22,2,460,13795,137802,672255,"R$ 562.913,38","R$ 733,10"
2266,6/26/2021,1,3,5,9,10,11,12,13,15,16,19,21,23,24,25,3,357,12763,119608,539098,"R$ 251.757,90","R$ 633,70"
2267,6/28/2021,2,3,5,6,7,9,10,13,14,15,17,19,20,22,24,4,604,14729,147753,674588,"R$ 233.684,29","R$ 463,56"
2268,6/29/2021,1,3,8,10,11,12,14,15,18,19,20,21,23,24,25,0,235,9254,108619,569094,"R$ 0,00","R$ 1.186,89"
2269,6/30/2021,2,3,4,5,7,9,10,11,13,14,17,20,21,22,25,2,575,18179,189100,925022,"R$ 1.164.245,67","R$ 727,91"
2270,7/1/2021,1,4,5,6,8,10,11,15,16,18,19,20,21,22,25,3,635,18090,195856,881397,"R$ 1.285.112,71","R$ 882,65"
2271,7/2/2021,2,3,5,6,7,8,10,11,16,17,18,19,21,23,24,3,197,8180,103948,607859,"R$ 561.201,99","R$ 1.791,95"
2272,7/3/2021,1,2,5,7,8,10,11,13,14,15,16,18,21,22,24,7,310,9027,101649,528520,"R$ 189.142,97","R$ 1.279,32"
2273,7/5/2021,1,2,4,6,7,8,9,10,11,12,13,17,21,23,25,2,260,9562,116151,666366,"R$ 764.466,49","R$ 1.761,44"
2274,7/6/2021,2,3,4,6,8,9,10,12,16,17,19,20,22,23,24,2,275,10726,120739,628743,"R$ 648.705,78","R$ 1.413,18"
2275,7/7/2021,1,2,4,5,7,10,11,12,13,14,15,16,19,20,21,0,211,8670,119188,675206,"R$ 0,00","R$ 1.611,03"
2276,7/8/2021,1,4,5,7,10,12,13,14,15,16,17,18,19,20,21,2,372,20187,152880,833577,"R$ 1.877.240,20","R$ 1.717,74"
2277,7/9/2021,2,3,5,10,11,12,13,14,15,17,18,21,22,23,24,0,159,6841,102198,579357,"R$ 0,00","R$ 1.762,51"
2278,7/10/2021,2,4,6,7,10,11,12,13,14,16,17,18,20,21,24,3,345,12262,145396,773949,"R$ 1.020.431,65","R$ 1.497,49"
2279,7/12/2021,1,3,5,8,10,11,13,14,15,16,17,18,21,22,25,3,374,12617,164302,722444,"R$ 418.535,38","R$ 1.005,62"
2280,7/13/2021,2,3,4,7,9,12,16,18,19,20,21,22,23,24,25,1,434,14781,172803,921247,"R$ 4.616.221,30","R$ 1.410,58"
2281,7/14/2021,2,3,5,6,7,9,10,11,14,15,16,17,18,20,21,3,333,10485,119732,657248,"R$ 474.271,28","R$ 1.279,84"
2282,7/15/2021,1,2,4,5,6,10,11,12,13,14,18,20,21,23,24,2,229,8961,115596,589657,"R$ 605.706,20","R$ 1.584,56"
2283,7/16/2021,1,2,5,7,9,10,11,15,17,18,19,20,22,23,25,1,355,12881,142782,719363,"R$ 1.201.677,20","R$ 1.013,94"
2284,7/17/2021,1,3,4,8,9,10,11,14,15,17,19,20,21,23,24,4,463,10475,111688,563462,"R$ 289.617,34","R$ 749,47"
2285,7/19/2021,1,2,6,7,8,10,12,13,15,16,18,20,22,23,24,1,374,11608,129410,642006,"R$ 1.418.517,78","R$ 1.136,10"
2286,7/20/2021,2,3,6,8,11,12,13,15,16,17,20,22,23,24,25,1,226,7213,95688,558969,"R$ 1.336.024,82","R$ 1.770,76"
2287,7/21/2021,1,3,4,6,7,9,10,11,12,14,16,17,18,19,25,0,221,8565,108187,585232,"R$ 0,00","R$ 1.397,46"
2288,7/22/2021,1,2,3,5,7,9,10,11,12,14,19,20,21,22,25,3,544,15828,175818,875606,"R$ 993.581,08","R$ 830,23"
2289,7/23/2021,1,2,5,7,8,10,12,14,15,16,17,19,20,22,25,1,482,12626,132316,650904,"R$ 1.263.167,88","R$ 784,99"
2290,7/24/2021,2,3,4,5,8,9,10,11,13,15,19,22,23,24,25,3,375,14450,181192,922645,"R$ 1.174.072,92","R$ 1.092,20"
2291,7/26/2021,1,5,6,7,9,12,13,14,16,17,19,20,21,24,25,11,555,12377,121654,613988,"R$ 123.406,62","R$ 732,64"
2292,7/27/2021,3,5,6,7,9,10,11,12,13,18,19,20,22,23,24,2,399,11532,118772,613432,"R$ 495.153,80","R$ 743,44"
2293,7/28/2021,1,2,4,5,8,9,11,12,13,16,18,19,20,21,22,2,424,7976,99008,535828,"R$ 727.505,31","R$ 1.027,90"
2294,7/29/2021,6,7,8,10,11,12,15,16,17,18,19,22,23,24,25,1,179,5884,80401,489402,"R$ 1.392.553,05","R$ 1.631,21"
2295,7/30/2021,1,2,6,9,10,11,12,13,14,16,17,20,23,24,25,1,310,9440,109280,611401,"R$ 1.587.803,38","R$ 1.534,22"
2296,7/31/2021,2,3,4,8,9,10,12,14,15,16,18,21,22,23,24,1,261,8927,104937,526740,"R$ 1.211.207,69","R$ 1.390,05"
2297,8/2/2021,2,3,7,9,11,13,14,15,17,18,20,21,22,24,25,4,525,13866,140527,695493,"R$ 293.852,57","R$ 670,63"
2298,8/3/2021,1,3,4,6,10,12,13,14,16,18,20,21,23,24,25,1,478,12098,121134,590419,"R$ 1.140.688,41","R$ 714,81"
2299,8/4/2021,1,3,5,7,8,9,11,12,14,15,16,20,21,23,25,6,818,14200,135685,659179,"R$ 204.012,39","R$ 448,23"
2300,8/5/2021,1,2,3,4,8,9,13,15,16,17,19,22,23,24,25,0,400,17694,169919,890619,"R$ 0,00","R$ 1.397,94"
2301,8/6/2021,3,5,9,10,12,13,15,16,17,18,19,20,22,24,25,2,626,24732,272720,1383016,"R$ 3.074.751,44","R$ 1.014,98"
2302,8/7/2021,3,4,6,7,8,10,11,12,13,14,16,17,18,20,21,1,235,9676,110818,546546,"R$ 1.180.267,57","R$ 1.504,41"
2303,8/9/2021,1,3,5,7,8,10,11,12,15,18,19,20,21,22,24,9,445,12892,138698,693565,"R$ 136.693,71","R$ 828,10"
2304,8/10/2021,1,2,6,8,9,11,12,13,14,16,18,20,21,22,24,1,298,9296,105272,548986,"R$ 1.424.500,12","R$ 1.431,85"
2305,8/11/2021,1,5,7,8,10,11,14,16,17,18,19,22,23,24,25,0,252,8363,110960,609114,"R$ 0,00","R$ 1.745,03"
2306,8/12/2021,1,4,5,6,7,8,9,11,14,15,16,18,20,21,22,1,286,10136,128694,719789,"R$ 3.566.055,04","R$ 1.538,10"
2307,8/13/2021,1,4,5,6,8,9,11,12,13,14,15,17,19,20,23,0,238,8606,109421,645912,"R$ 0,00","R$ 1.338,30"
2308,8/14/2021,1,2,3,4,6,10,15,17,18,19,20,22,23,24,25,1,265,8835,117444,690695,"R$ 3.340.869,43","R$ 1.441,47"
2309,8/16/2021,1,3,4,7,9,10,11,12,13,17,18,19,22,24,25,8,755,17001,157391,703960,"R$ 119.474,36","R$ 379,20"
2310,8/17/2021,1,3,5,6,7,10,11,13,16,18,20,22,23,24,25,6,711,21825,210793,907207,"R$ 643.363,51","R$ 591,81"
2311,8/18/2021,1,3,4,5,9,10,12,13,14,15,18,19,20,21,25,0,248,9465,121279,652298,"R$ 0,00","R$ 1.431,03"
2312,8/19/2021,1,2,3,6,7,10,11,12,14,15,18,20,21,22,25,2,352,10979,129179,721285,"R$ 1.486.692,76","R$ 1.522,01"
2313,8/20/2021,4,5,6,7,8,10,11,12,14,15,18,19,20,22,25,0,253,9784,123361,650855,"R$ 0,00","R$ 1.534,11"
2314,8/21/2021,1,2,7,8,9,11,13,14,15,17,19,20,23,24,25,5,413,12083,146052,748914,"R$ 517.967,11","R$ 938,55"
2315,8/23/2021,3,7,8,11,12,13,14,16,17,18,19,21,22,23,25,0,216,8789,119604,604570,"R$ 0,00","R$ 1.902,61"
2316,8/24/2021,2,3,4,5,6,9,10,13,14,15,16,17,19,24,25,3,387,12011,147317,794589,"R$ 1.028.686,90","R$ 1.326,69"
2317,8/25/2021,1,2,3,5,6,7,9,14,15,16,17,20,21,23,25,0,207,8544,108665,561698,"R$ 0,00","R$ 1.386,54"
2318,8/26/2021,2,5,6,7,8,11,13,16,17,18,19,20,21,24,25,0,209,8695,121086,724145,"R$ 0,00","R$ 1.929,56"
2319,8/27/2021,2,3,8,12,13,14,15,16,17,19,21,22,23,24,25,1,373,14630,214720,1120740,"R$ 6.128.952,31","R$ 1.594,67"
2320,9/11/2021,1,2,3,5,6,9,12,13,15,17,21,22,23,24,25,57,10288,292658,3577748,18451178,"R$ 2.791.889,55","R$ 1.124,02"
2321,9/13/2021,1,2,6,7,8,9,10,12,13,14,15,17,22,23,24,0,187,7283,105970,655457,"R$ 0,00","R$ 1.851,74"
2322,9/14/2021,1,2,5,6,7,11,12,13,14,16,18,21,22,23,24,0,306,12047,164160,914113,"R$ 0,00","R$ 1.870,40"
2323,9/15/2021,1,4,7,8,11,13,14,16,17,19,21,22,23,24,25,5,719,23636,280405,1493687,"R$ 1.579.764,69","R$ 1.465,50"
2324,9/16/2021,1,2,3,5,8,9,10,11,13,14,16,17,19,20,25,1,213,9258,122740,668265,"R$ 1.245.784,39","R$ 1.751,93"
2325,9/17/2021,1,2,3,4,5,6,7,8,9,14,17,18,21,23,25,1,235,8777,117987,658250,"R$ 1.704.602,74","R$ 1.520,92"
2326,9/18/2021,2,3,4,5,6,8,11,12,13,14,16,20,22,23,25,1,185,7301,101051,572532,"R$ 1.418.330,48","R$ 1.607,53"
2327,9/20/2021,1,2,3,4,6,7,8,11,13,15,17,19,20,21,25,1,255,10757,125348,656284,"R$ 1.357.993,82","R$ 1.595,18"
2328,9/21/2021,3,4,5,6,7,8,9,11,14,15,17,20,21,23,25,2,232,8908,121524,612387,"R$ 608.601,96","R$ 1.571,55"
2329,9/22/2021,1,3,4,5,10,11,12,13,14,16,17,18,19,20,24,2,209,11403,105100,598692,"R$ 791.261,29","R$ 1.587,65"
2330,9/23/2021,2,4,5,8,10,11,12,13,14,15,16,18,20,22,23,4,603,19346,212689,1025666,"R$ 1.299.104,32","R$ 1.089,57"
2331,9/24/2021,3,4,5,7,8,9,10,13,14,15,16,20,22,24,25,3,298,10255,128395,691325,"R$ 487.298,54","R$ 1.469,44"
2332,9/25/2021,1,4,6,7,8,9,10,11,14,17,18,20,22,24,25,0,222,7993,101060,545567,"R$ 0,00","R$ 1.859,41"
2333,9/27/2021,1,4,6,7,8,9,10,11,13,15,17,18,19,20,23,2,288,12103,171302,935561,"R$ 1.739.664,68","R$ 1.529,81"
2334,9/28/2021,2,3,5,7,13,14,16,17,18,20,21,22,23,24,25,2,244,9854,112705,605486,"R$ 540.425,33","R$ 1.326,87"
2335,9/29/2021,2,3,4,5,6,7,9,13,15,16,19,21,22,24,25,0,236,9289,114013,604972,"R$ 0,00","R$ 1.703,37"
2336,9/30/2021,1,3,4,6,10,11,12,13,14,16,17,18,20,22,25,1,385,14583,178880,894420,"R$ 3.158.457,35","R$ 1.413,20"
2337,10/1/2021,1,2,4,5,6,8,9,10,11,14,16,19,20,21,24,3,308,14976,118515,633174,"R$ 540.252,41","R$ 1.576,23"
2338,10/2/2021,1,2,3,4,5,7,8,10,11,12,13,15,16,19,21,1,304,9066,121385,579068,"R$ 1.316.429,24","R$ 1.297,11"
2339,10/4/2021,1,3,6,7,8,10,11,14,18,19,20,22,23,24,25,2,334,9813,132793,682824,"R$ 712.973,96","R$ 1.278,82"
2340,10/5/2021,2,5,7,8,9,11,12,13,14,17,18,20,22,23,25,6,878,22943,226673,1114317,"R$ 691.810,16","R$ 577,68"
2341,10/6/2021,2,4,5,7,9,11,12,14,15,19,20,21,22,24,25,3,576,15183,143052,691461,"R$ 489.784,92","R$ 764,11"
2342,10/7/2021,1,2,3,4,9,10,13,15,16,18,19,20,21,22,25,0,200,8288,111488,627648,"R$ 0,00","R$ 1.597,54"
2343,10/8/2021,1,2,5,9,12,15,16,17,18,19,20,22,23,24,25,1,327,12835,181424,1039505,"R$ 4.170.344,57","R$ 1.697,01"
2344,10/9/2021,1,3,4,6,7,9,10,11,12,13,16,17,19,20,21,2,333,9881,119051,623162,"R$ 655.041,73","R$ 1.178,44"
2345,10/11/2021,3,6,7,9,10,11,12,14,16,17,19,20,23,24,25,2,270,9704,125638,702725,"R$ 799.414,59","R$ 1.773,74"
2346,10/13/2021,1,4,5,8,10,11,12,14,16,17,18,19,21,22,25,2,209,9288,121703,687902,"R$ 893.350,27","R$ 1.792,49"
2347,10/14/2021,2,3,5,6,8,9,11,13,15,16,17,19,21,24,25,11,782,15001,137378,628467,"R$ 98.272,12","R$ 414,06"
2348,10/15/2021,1,2,5,8,9,11,13,14,15,17,19,20,22,23,24,5,594,13732,140801,740778,"R$ 275.272,83","R$ 694,06"
2349,10/16/2021,2,5,6,9,10,11,12,15,16,17,18,20,21,22,23,0,225,7486,95370,534354,"R$ 0,00","R$ 1.397,74"
2350,10/18/2021,2,3,4,5,6,7,8,9,10,15,17,19,21,22,25,1,366,14805,207197,1210406,"R$ 7.353.473,42","R$ 1.750,47"
2351,10/19/2021,1,3,4,5,6,7,8,9,10,12,14,15,20,23,24,1,170,6791,111986,540880,"R$ 1.353.808,22","R$ 1.669,78"
2352,10/20/2021,3,4,7,8,11,12,15,16,17,18,20,22,23,24,25,1,214,8495,114022,615793,"R$ 1.514.262,12","R$ 1.483,68"
2353,10/21/2021,1,2,3,7,8,12,13,14,15,16,18,20,23,24,25,2,309,10507,113697,588091,"R$ 604.502,63","R$ 1.171,98"
2354,10/22/2021,1,2,5,6,9,10,11,12,13,16,17,18,19,20,21,4,557,14712,139152,667677,"R$ 345.963,78","R$ 744,19"
2355,10/23/2021,2,3,4,5,6,8,9,10,11,12,18,19,20,21,25,1,238,8456,102062,574838,"R$ 1.275.471,22","R$ 1.605,26"
2356,10/25/2021,3,5,6,7,8,9,10,13,16,18,19,20,21,22,25,0,200,8011,110168,664414,"R$ 0,00","R$ 1.550,06"
2357,10/26/2021,1,2,4,6,7,8,9,10,12,13,14,20,23,24,25,3,363,12885,174709,961118,"R$ 1.192.683,08","R$ 1.732,48"
2358,10/27/2021,4,5,6,7,8,11,12,14,15,16,17,20,23,24,25,1,269,7873,103289,551713,"R$ 1.583.182,24","R$ 1.762,91"
2359,10/28/2021,3,4,5,6,7,12,14,15,17,19,20,21,22,23,24,1,259,8687,101721,538941,"R$ 1.294.142,38","R$ 1.496,70"
2360,10/29/2021,3,5,6,8,11,12,13,15,17,18,19,21,22,23,25,1,546,20726,238703,1191075,"R$ 4.343.470,35","R$ 1.046,75"
2361,10/30/2021,3,4,5,7,10,12,13,14,16,18,19,21,22,23,24,2,256,9040,105321,569706,"R$ 651.387,16","R$ 1.524,34"
2362,11/1/2021,1,4,6,7,8,10,11,12,14,18,19,21,22,24,25,0,225,9046,118369,620365,"R$ 0,00","R$ 1.578,41"
2363,11/3/2021,1,2,3,4,8,11,12,13,14,15,20,21,22,24,25,1,356,19670,156735,978445,"R$ 4.567.568,84","R$ 1.692,63"
2364,11/4/2021,1,5,6,7,8,9,10,11,13,15,16,17,18,22,24,0,220,8309,107403,585915,"R$ 0,00","R$ 1.356,36"
2365,11/5/2021,2,7,8,9,11,14,15,16,17,18,20,21,22,23,25,0,337,12308,164359,944652,"R$ 0,00","R$ 1.548,97"
2366,11/6/2021,1,3,5,7,10,11,13,15,16,18,19,20,21,22,25,19,1462,32783,302116,1228573,"R$ 292.047,45","R$ 335,23"
2367,11/8/2021,2,3,5,8,9,10,11,12,14,16,17,19,22,23,25,10,546,13334,141290,706495,"R$ 145.765,87","R$ 799,68"
2368,11/9/2021,2,3,4,7,8,9,10,11,12,14,16,18,19,22,23,2,424,12063,139829,622568,"R$ 619.697,19","R$ 875,58"
2369,11/10/2021,2,3,5,8,9,10,11,12,13,14,15,22,23,24,25,1,302,10565,140534,749863,"R$ 1.395.373,49","R$ 1.384,00"
2370,11/11/2021,1,7,8,9,10,11,12,13,14,16,19,20,21,24,25,1,315,12752,171543,1012534,"R$ 5.318.347,15","R$ 1.614,38"
2371,11/12/2021,3,5,6,8,11,12,13,14,15,19,21,22,23,24,25,0,297,11865,137907,714421,"R$ 0,00","R$ 1.431,74"
2372,11/13/2021,1,2,4,5,7,8,11,13,14,15,19,20,21,22,24,0,363,12633,155221,822764,"R$ 0,00","R$ 1.599,06"
2373,11/16/2021,2,3,4,5,6,7,8,10,13,14,15,17,21,24,25,1,443,17016,236986,1339239,"R$ 6.466.287,24","R$ 1.471,45"
2374,11/17/2021,1,3,5,7,9,10,14,15,16,17,20,21,22,23,25,1,322,12572,145179,702246,"R$ 1.261.027,79","R$ 1.173,06"
2375,11/18/2021,4,5,8,11,12,13,14,17,18,19,20,21,22,23,25,1,202,7813,117594,593055,"R$ 1.229.672,74","R$ 1.823,44"
2376,11/19/2021,1,2,4,6,8,9,14,15,16,17,19,21,22,23,24,2,306,9130,103669,568942,"R$ 923.922,98","R$ 1.808,83"
2377,11/20/2021,1,2,3,4,5,6,8,9,10,12,14,18,19,20,24,3,238,11845,100542,532942,"R$ 371.197,33","R$ 1.401,53"
2378,11/22/2021,1,2,3,4,5,10,12,14,15,16,17,21,23,24,25,1,165,7391,104632,583093,"R$ 1.592.881,07","R$ 2.024,19"
2379,11/23/2021,1,2,3,5,7,8,9,11,12,15,16,20,23,24,25,3,269,8410,99787,556289,"R$ 398.164,76","R$ 1.330,10"
2380,11/24/2021,1,3,5,6,7,9,10,11,13,14,15,17,21,22,24,1,593,18501,211383,1056997,"R$ 4.416.546,22","R$ 889,35"
2381,11/25/2021,1,2,5,8,9,10,11,14,15,18,19,20,23,24,25,4,438,10720,110390,562057,"R$ 267.938,72","R$ 732,95"
2382,11/26/2021,1,2,3,4,5,6,7,9,10,11,14,15,19,21,24,0,243,8624,134132,617284,"R$ 0,00","R$ 1.632,69"
2383,11/27/2021,1,2,3,7,9,11,12,13,14,15,16,18,20,22,24,3,533,13760,140792,721861,"R$ 998.827,83","R$ 939,62"
2384,11/29/2021,1,3,4,5,7,9,10,11,13,15,16,18,20,22,24,38,2114,22584,166707,642241,"R$ 21.966,33","R$ 118,27"
2385,11/30/2021,1,2,3,5,10,11,12,13,16,17,18,21,22,23,24,0,167,6865,86537,525051,"R$ 0,00","R$ 1.729,26"
2386,12/1/2021,2,3,6,7,8,10,12,13,14,15,16,17,18,23,24,6,408,14602,174310,907234,"R$ 590.132,30","R$ 1.588,37"
2387,12/2/2021,2,4,5,8,9,10,12,16,17,19,20,21,22,24,25,3,217,8666,108518,588111,"R$ 456.503,28","R$ 1.890,42"
2388,12/3/2021,3,4,5,7,8,9,10,12,13,15,16,17,19,23,25,4,385,13756,157594,780822,"R$ 288.418,86","R$ 897,58"
2389,12/4/2021,4,5,6,8,9,10,11,12,18,19,21,22,23,24,25,0,234,7769,95175,544549,"R$ 0,00","R$ 1.889,80"
2390,12/6/2021,1,2,3,4,5,6,10,11,15,19,20,21,22,23,24,8,870,16772,197713,1150951,"R$ 879.341,66","R$ 1.052,92"
2391,12/7/2021,3,4,5,6,8,9,11,12,14,18,19,21,22,24,25,1,382,14915,118906,591334,"R$ 1.301.578,81","R$ 1.020,61"
2392,12/8/2021,1,2,5,6,8,11,12,13,16,17,18,22,23,24,25,0,235,7972,102625,547456,"R$ 0,00","R$ 1.792,96"
2393,12/9/2021,2,3,5,10,11,12,15,16,17,19,20,21,22,23,25,0,318,12929,165667,903117,"R$ 0,00","R$ 1.578,17"
2394,12/10/2021,1,4,6,7,9,10,12,17,18,19,20,21,22,23,25,4,359,13236,187307,1050973,"R$ 1.486.615,30","R$ 1.672,96"
2395,12/11/2021,1,2,5,6,7,10,13,14,15,17,18,19,20,23,25,2,279,7952,98698,569559,"R$ 630.210,73","R$ 1.353,21"
2396,12/13/2021,1,3,4,7,10,12,13,16,17,18,20,22,23,24,25,4,357,11161,126340,641763,"R$ 311.203,33","R$ 1.044,45"
2397,12/14/2021,2,4,6,7,9,10,13,14,15,17,18,20,21,22,25,1,272,8977,102720,558825,"R$ 1.370.748,46","R$ 1.509,53"
2398,12/15/2021,2,3,4,5,6,9,10,12,13,14,15,20,22,23,25,0,212,9501,117294,682908,"R$ 0,00","R$ 1.776,34"
2399,12/16/2021,1,2,4,5,7,9,12,14,15,16,17,19,20,21,25,0,368,13926,155415,801864,"R$ 0,00","R$ 1.531,94"
2400,12/17/2021,2,3,5,9,10,11,12,13,14,15,16,20,21,23,25,3,575,22687,295160,1523910,"R$ 2.885.513,44","R$ 1.442,97"
2401,12/18/2021,1,4,5,6,7,9,10,11,12,15,16,19,20,22,23,4,269,7943,93263,529601,"R$ 358.567,73","R$ 1.597,10"
2402,12/20/2021,1,2,3,4,5,6,9,10,11,13,14,18,20,23,25,3,321,13409,144941,741668,"R$ 370.337,82","R$ 1.036,73"
2403,12/21/2021,1,4,5,8,10,12,16,17,18,19,20,21,23,24,25,1,192,7725,103208,569670,"R$ 1.416.948,68","R$ 1.547,41"
2404,12/22/2021,1,2,3,4,5,7,10,11,12,14,15,22,23,24,25,1,326,16780,121540,686509,"R$ 1.284.582,93","R$ 1.180,31"
2405,12/23/2021,2,3,4,5,6,7,8,9,11,15,17,18,19,21,23,1,222,10236,122314,630137,"R$ 1.411.882,42","R$ 1.333,51"
2406,12/24/2021,1,2,3,5,6,8,10,12,15,17,20,21,23,24,25,3,441,13049,124664,571694,"R$ 274.207,82","R$ 558,74"
2407,12/27/2021,1,2,3,4,6,8,9,11,12,17,18,19,20,23,24,1,194,8030,108033,623887,"R$ 1.657.772,62","R$ 1.791,74"
2408,12/28/2021,1,3,4,6,8,9,10,11,12,13,16,19,21,22,23,4,240,8127,105829,558875,"R$ 369.769,22","R$ 1.846,00"
2409,12/29/2021,1,2,5,6,7,8,9,10,12,16,19,20,21,22,25,3,222,8644,103511,596588,"R$ 560.131,74","R$ 1.587,12"
2410,12/30/2021,1,2,3,4,7,9,10,13,14,16,17,19,20,22,23,3,468,15693,180698,938136,"R$ 1.424.466,90","R$ 1.261,99"
2411,12/31/2021,1,2,3,4,5,7,8,9,10,12,13,14,17,19,24,7,422,11845,146978,597879,"R$ 110.230,91","R$ 547,69"
2412,1/3/2022,1,4,6,7,8,9,11,13,14,15,17,18,19,21,24,3,301,9466,111929,615719,"R$ 551.054,56","R$ 1.645,14"
2413,1/4/2022,1,3,4,5,6,7,8,9,12,15,16,18,20,21,25,2,239,9664,111275,597439,"R$ 715.702,58","R$ 1.793,98"
2414,1/5/2022,3,4,5,6,7,8,9,10,11,13,16,17,19,21,24,4,230,9122,123064,706023,"R$ 396.448,82","R$ 1.445,68"
2415,1/6/2022,2,6,7,9,10,11,12,13,14,19,20,21,22,23,25,0,177,8465,117741,670742,"R$ 0,00","R$ 1.800,16"
2416,1/7/2022,4,5,6,7,11,13,14,15,16,17,18,20,21,22,25,1,416,13870,177568,1035896,"R$ 4.449.206,30","R$ 1.476,61"
2417,1/8/2022,1,4,6,7,8,9,10,11,14,15,17,18,22,23,25,1,181,8726,91832,543215,"R$ 1.599.420,84","R$ 1.852,83"
2418,1/10/2022,3,4,7,8,11,12,13,14,16,17,18,19,20,23,24,4,298,9798,132110,706493,"R$ 400.066,29","R$ 1.608,53"
2419,1/11/2022,2,3,5,6,10,11,12,13,15,18,19,21,22,23,24,0,271,9977,120769,658921,"R$ 0,00","R$ 1.503,50"
2420,1/12/2022,1,3,5,9,10,11,12,13,14,15,18,21,22,24,25,2,653,21173,280672,1462963,"R$ 3.416.783,38","R$ 1.241,28"
2421,1/13/2022,3,4,5,6,7,10,13,14,16,17,19,20,21,22,24,3,272,9747,115870,604013,"R$ 484.612,23","R$ 1.601,03"
2422,1/14/2022,1,2,3,4,5,7,8,10,11,12,14,17,18,22,25,1,371,12885,151549,793818,"R$ 1.420.596,85","R$ 1.146,96"
2423,1/15/2022,3,4,5,7,8,9,10,11,15,16,17,18,19,20,24,1,201,7170,98611,582562,"R$ 1.483.584,53","R$ 1.547,63"
2424,1/17/2022,1,3,4,5,6,9,10,11,14,15,16,20,22,23,25,1,363,11783,136962,696227,"R$ 1.434.671,19","R$ 1.183,85"
2425,1/18/2022,1,3,4,5,6,10,11,13,15,19,20,21,22,24,25,1,361,15094,156805,721372,"R$ 886.557,71","R$ 735,61"
2426,1/19/2022,1,2,3,6,7,8,9,11,13,19,20,21,22,23,24,2,194,7719,107989,620066,"R$ 813.170,54","R$ 1.757,77"
2427,1/20/2022,1,3,6,8,11,15,16,17,18,19,20,21,22,23,24,1,154,5781,79475,514778,"R$ 1.541.229,64","R$ 2.098,45"
2428,1/21/2022,2,5,6,7,9,10,11,12,15,16,17,18,20,24,25,0,203,8805,116683,658965,"R$ 0,00","R$ 1.662,04"
2429,1/22/2022,1,4,5,6,8,9,10,11,12,14,15,19,20,21,24,2,491,19301,164291,874675,"R$ 1.737.220,09","R$ 1.137,96"
2430,1/24/2022,1,4,5,7,8,10,11,12,14,17,18,19,20,21,23,7,730,20051,221002,1099704,"R$ 687.593,99","R$ 941,49"
2431,1/25/2022,4,6,7,8,9,10,11,12,13,14,17,18,19,22,25,0,177,7225,103900,566618,"R$ 0,00","R$ 1.550,06"
2432,1/26/2022,3,5,6,7,8,9,11,12,13,14,15,19,20,21,25,1,324,12565,170069,1001143,"R$ 3.292.653,04","R$ 1.834,36"
2433,1/27/2022,1,3,4,5,6,9,10,11,12,13,15,18,20,21,24,4,348,12232,141301,676189,"R$ 223.130,00","R$ 768,23"
2434,1/28/2022,1,4,7,11,13,14,16,17,19,20,21,22,23,24,25,1,561,9350,130426,644428,"R$ 1.529.914,24","R$ 816,87"
2435,1/29/2022,2,4,5,6,7,10,11,12,13,15,16,19,20,21,22,4,313,10316,110965,582552,"R$ 325.300,64","R$ 1.245,24"
2436,1/31/2022,2,3,4,6,8,9,12,14,15,16,17,19,20,21,23,1,348,10582,115383,588961,"R$ 1.667.790,65","R$ 1.435,54"
2437,2/1/2022,1,2,7,8,9,10,11,13,14,15,17,18,20,21,25,1,333,9455,117528,640872,"R$ 1.280.145,86","R$ 1.151,51"
2438,2/2/2022,1,4,5,6,8,11,12,13,14,16,18,19,22,23,24,2,327,10900,119339,618764,"R$ 763.481,97","R$ 1.398,73"
2439,2/3/2022,2,5,7,8,9,10,11,13,15,16,17,20,21,23,25,5,747,18693,167412,713307,"R$ 173.409,32","R$ 347,67"
2440,2/4/2022,3,4,5,6,8,9,11,14,16,18,20,21,22,24,25,4,546,19303,219445,1168714,"R$ 1.273.598,04","R$ 1.465,00"
2441,2/5/2022,1,3,7,8,9,10,11,13,15,18,20,21,22,24,25,3,429,15124,157762,729639,"R$ 302.877,95","R$ 634,43"
2442,2/7/2022,1,6,7,10,11,12,14,15,16,17,18,19,21,22,25,2,155,6988,99228,625754,"R$ 992.577,35","R$ 2.685,44"
